Reporting Customer,Parent Customer/Project: Company Name,Customer,Transaction Type,Document Number,P.O. No.,Date,Due Date,Age,Bucket,Amount (Gross),Open Balance,Gross vs Amt Due,Email,Email 2,Sales Channel: Name,Memo,Terms: Name,Sales Rep: Name,Transaction Reason,Channel Clean,Snapshot Date
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844104,CK 334487 | PYMT100576,2026-05-21,2026-06-21,22,15-30,3374.7,3374.7,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | MCB20260509CANH,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844105,CK 334487 | PYMT100576,2026-05-21,2026-06-21,22,15-30,1463.73,1463.73,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | MCB20260516CANH,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844106,CK 334487 | PYMT100576,2026-05-21,2026-06-21,22,15-30,2158.64,2158.64,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Spoilage | PLCAPR2645234,"2% 15, Net 30",Kristen Springer,Spoilage,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844107,CK 334487 | PYMT100576,2026-05-21,2026-06-21,22,15-30,3118.96,3118.96,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,CoOp | SSAW03314,"2% 15, Net 30",Kristen Springer,CoOp,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844108,CK 334487 | PYMT100576,2026-05-21,2026-06-21,22,15-30,1318.94,1318.94,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,CoOp | SSAW03314CANH,"2% 15, Net 30",Kristen Springer,CoOp,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844109,CK 334487 | PYMT100576,2026-05-21,2026-06-21,22,15-30,1500.0,1500.0,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Marketing | WRDC0426045234,"2% 15, Net 30",Kristen Springer,Marketing,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844110,CK 334487 | PYMT100576,2026-05-21,2026-06-21,22,15-30,1985.68,1985.68,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Spoilage | 03OVP0426045234CANH,"2% 15, Net 30",Kristen Springer,Spoilage,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844111,CK 334487 | PYMT100576,2026-05-21,2026-06-21,22,15-30,828.14,828.14,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | 0526URMMCB45234CANH,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844113,CK 334487 | PYMT100576,2026-05-21,2026-06-21,22,15-30,575.0,575.0,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | 0526URMP45234CANHA,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844114,CK 334487 | PYMT100576,2026-05-21,2026-06-21,22,15-30,190.0,190.0,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | 0526URMP45234CANHB,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844115,CK 334487 | PYMT100576,2026-05-21,2026-06-21,22,15-30,1089.05,1089.05,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | 03842521SCANBFARM  | Bristol Farms,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844091,CK 353132 | PYMT100594,2026-05-22,2026-06-22,21,15-30,920.7,920.7,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Shortage|INV842144,"2% 15, Net 30",Kristen Springer,Shortage,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844092,CK 353132 | PYMT100594,2026-05-22,2026-06-22,21,15-30,1281.22,1281.22,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate|WE050926045234CANH,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844395,ACH 322271627 | PYMT100718,2026-05-28,2026-06-28,15,15-30,926.4,926.4,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Spoilage | 44878790,"2% 15, Net 30",Kristen Springer,Spoilage,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV844396,ACH 322271627 | PYMT100718,2026-05-28,2026-06-28,15,15-30,1149.19,1149.19,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | MCB20260523CANH,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,CM67987,CK 355473 | PYMT100834,2026-06-05,2026-06-05,38,31-60,-47325.6,-47325.6,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Duplicate Payment | INV842145,"2% 15, Net 30",Kristen Springer,Duplicate PMT,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,CM67988,CK 355473 | PYMT100834,2026-06-05,2026-06-05,38,31-60,-39323.0,-39323.0,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Duplicate Payment | INV842147,"2% 15, Net 30",Kristen Springer,Duplicate PMT,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,CM67989,CK 355473 | PYMT100834,2026-06-05,2026-06-05,38,31-60,-37985.2,-37985.2,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Duplicate Payment | INV841582,"2% 15, Net 30",Kristen Springer,Duplicate PMT,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,CM67990,CK 355473 | PYMT100834,2026-06-05,2026-06-05,38,31-60,-23550.24,-23550.24,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Duplicate Payment | INV841580,"2% 15, Net 30",Kristen Springer,Duplicate PMT,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,CM67991,CK 355473 | PYMT100834,2026-06-05,2026-06-05,38,31-60,-16663.6,-16663.6,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Duplicate Payment | INV842150,"2% 15, Net 30",Kristen Springer,Duplicate PMT,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,CM67992,CK 355473 | PYMT100834,2026-06-05,2026-06-05,38,31-60,-9656.4,-9656.4,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Duplicate Payment | INV841467,"2% 15, Net 30",Kristen Springer,Duplicate PMT,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,CM67993,CK 355473 | PYMT100834,2026-06-05,2026-06-05,38,31-60,-5071.2,-5071.2,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Duplicate Payment | INV842148,"2% 15, Net 30",Kristen Springer,Duplicate PMT,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845250,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,102.89,102.89,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Cash Discount | INV842148,"2% 15, Net 30",Kristen Springer,Cash Discount,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845251,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,196.42,196.42,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Cash Discount | INV841467,"2% 15, Net 30",Kristen Springer,Cash Discount,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845252,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,337.9,337.9,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Cash Discount | INV842150,"2% 15, Net 30",Kristen Springer,Cash Discount,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845253,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,478.23,478.23,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Cash Discount | INV841580,"2% 15, Net 30",Kristen Springer,Cash Discount,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845254,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,772.03,772.03,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Cash Discount | INV841582,"2% 15, Net 30",Kristen Springer,Cash Discount,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845255,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,799.42,799.42,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Cash Discount | INV842147,"2% 15, Net 30",Kristen Springer,Cash Discount,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845256,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,961.06,961.06,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Cash Discount | INV842145,"2% 15, Net 30",Kristen Springer,Cash Discount,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Invoice,INV845257,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,4969.78,4969.78,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Holdback | INV842148PP,"2% 15, Net 30",Kristen Springer,Holdback,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Invoice,INV845258,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,9463.27,9463.27,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Holdback | INV841467PP,"2% 15, Net 30",Kristen Springer,Holdback,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Invoice,INV845259,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,16330.33,16330.33,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Holdback | INV842150PP,"2% 15, Net 30",Kristen Springer,Holdback,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Invoice,INV845260,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,23079.24,23079.24,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Holdback | INV841580PP,"2% 15, Net 30",Kristen Springer,Holdback,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Invoice,INV845261,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,37225.5,37225.5,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Holdback | INV841582PP,"2% 15, Net 30",Kristen Springer,Holdback,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Invoice,INV845262,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,38536.54,38536.54,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Holdback | INV842147PP,"2% 15, Net 30",Kristen Springer,Holdback,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Invoice,INV845263,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,46379.09,46379.09,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Holdback | INV842145PP,"2% 15, Net 30",Kristen Springer,Holdback,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845264,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,48.8,48.8,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,TPR | 018568593PTYAHOLD,"2% 15, Net 30",Kristen Springer,TPR,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845265,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,49.35,49.35,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,TPR | 018505763PTYAHOLD,"2% 15, Net 30",Kristen Springer,TPR,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845266,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,54.3,54.3,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,TPR | 018551303PTYAHOLD,"2% 15, Net 30",Kristen Springer,TPR,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845267,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,214.9,214.9,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,TPR | 018551313PTYAHOLD,"2% 15, Net 30",Kristen Springer,TPR,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845268,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,220.95,220.95,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,TPR | 018505773PTYAHOLD,"2% 15, Net 30",Kristen Springer,TPR,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845269,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,224.25,224.25,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,TPR | 018568603PTYAHOLD,"2% 15, Net 30",Kristen Springer,TPR,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845270,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,259.98,259.98,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | WE052326045234CANH,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845271,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,1098.78,1098.78,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Compliance | SASIF20260945234,"2% 15, Net 30",Kristen Springer,Compliance,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845272,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,1900.16,1900.16,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | WE051626045234CANH,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845273,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,2875.0,2875.0,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Marketing | 01848077ADEFA,"2% 15, Net 30",Kristen Springer,Marketing,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845274,CK 355473 | PYMT100834,2026-06-05,2026-07-06,7,1-14,9622.88,9622.88,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Placements | WFMAPR2645234ISEGRB,"2% 15, Net 30",Kristen Springer,Placements,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845386,CK 356033 | PYMT100880,2026-06-09,2026-07-10,3,1-14,3630.61,3630.61,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,CoOp | SSAE05617CANH,"2% 15, Net 30",Kristen Springer,CoOp,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845737,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,277.31,277.31,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Placements | KGFSR052645234CANH  |Kroger,"2% 15, Net 30",Kristen Springer,Placements,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845738,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,349.59,349.59,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Placements | FSRHARFY26Q345234CANH | Harmons,"2% 15, Net 30",Kristen Springer,Placements,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845739,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,2708.51,2708.51,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Placements | WFMAPR2645234ISEGRA | Whole Foods,"2% 15, Net 30",Kristen Springer,Placements,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845740,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,929.1,929.1,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | 038593953PTYURMR,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845741,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,14294.49,14294.49,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | 038530913PTYNATGROC,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845742,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,115.0,115.0,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | 038613123PTYNWLEAF,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845743,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,313.79,313.79,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | KG8538054A45234CANH | Kroger,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845744,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,683.84,683.84,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | URMTO00193227HCM,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845745,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,692.3,692.3,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | MCB20260606CANH,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845746,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,799.85,799.85,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | MCB20260530CANH,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845747,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,258.1,258.1,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,TPR | RALEYS815793,"2% 15, Net 30",Kristen Springer,TPR,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845748,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,375.59,375.59,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | RALEYS821444,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845749,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,458.48,458.48,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | RALEYS825679,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845750,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,2109.45,2109.45,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,CoOp | SSAW05617,"2% 15, Net 30",Kristen Springer,CoOp,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845751,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,5059.41,5059.41,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,CoOp | SSAW05617CANH,"2% 15, Net 30",Kristen Springer,CoOp,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845752,CK 338067 | PYMT100913,2026-06-12,2026-07-13,0,Current,435.54,435.54,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Spoilage | 44882162,"2% 15, Net 30",Kristen Springer,Spoilage,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845753,CK 356639 | PYMT100914,2026-06-12,2026-07-13,0,Current,6676.58,6676.58,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Rebate | WE053026045234CANH,"2% 15, Net 30",Kristen Springer,Rebate,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845754,CK 356639 | PYMT100914,2026-06-12,2026-07-13,0,Current,1279.49,1279.49,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Shortage | INV843581,"2% 15, Net 30",Kristen Springer,Shortage,Grocery Distributor,2026-07-13
UNFI - United Natural Foods Inc.,,CW097350 UNFI - United Natural Foods Inc.,Chargeback,INV845755,CK 356639 | PYMT100914,2026-06-12,2026-07-13,0,Current,300.76,300.76,0.0,UNFIAPinvoices@unfi.com,,Grocery Distributor,Shortage | INV842955,"2% 15, Net 30",Kristen Springer,Shortage,Grocery Distributor,2026-07-13
